surah_number,ayah_number,transliteration_converted
26,79,Wa al-laḏi huwa yuṭɛimuni wa yasqin.
26,80,Wa ʼiḏa mariḍtu fahuwa yacfin.
26,81,Wa al-laḏi yumituni ṯumma yuḥyin.
26,82,Wa al-laḏi ʼaṭmaɛu ʼan yaɣfira li xaṭiʼati yawma ad-din.
26,83,Rabbi hab li ḥukman wa ʼalḥiqni biṣ-ṣaliḥin.
26,84,Wa ajɛal li lisana ṣidqin fi al-ʼaxirin.
26,85,Wa ajɛalni min waraṯati jannati an-naɛim.
26,86,Wa aɣfir liʼabi ʼinnahu kana mina aḍ-ḍallin.
26,87,Wa la tuxzini yawma yubɛaṯun.
26,88,Yawma la yanfaɛu malun wa la banun.
26,89,ʼilla man ʼata Allaha biqalbin salimin.
26,90,Wa ʼuzlifat al-jannatu lilmuttaqin.
26,91,Wa burrizat al-jaḥimu lilɣawin.
26,92,Wa qila lahum ʼayna ma kuntum taɛbudun.
26,93,Min duni Allahi hal yanṣurunakum ʼaw yantaṣirun.
26,94,Fakubkibu fiha hum wa al-ɣawun.
26,95,Wa junudu ʼiblisa ʼajmaɛun.
26,96,Qalu wa hum fiha yaxtaṣimun.
26,97,Ta-Allahi ʼin kunna lafi ḍalalin mubinin.
26,98,ʼiḏ nusawwikum birabbi al-ɛalamin.
26,99,Wa ma ʼaḍallana ʼilla al-mujrimun.
26,100,Fama lana min cafiɛin.
26,101,Wa la ṣadiqin ḥamimin.
26,102,Falaw ʼanna lana karratan fanakuna mina al-muʼminin.
26,103,ʼinna fi ḏalika laʼayatan wa ma kana ʼakṯaruhum muʼminin.
26,104,Wa ʼinna rabbaka lahuwa al-ɛazizu ar-raḥim.
26,105,Kaḏḏabat qawmu nuḥin al-mursalin.
26,106,ʼiḏ qala lahum ʼaxuhum nuḥun ʼala tattaqun.
26,107,ʼinni lakum rasulun ʼaminun.
26,108,Fattaqu Allaha wa ʼaṭiɛun.
26,109,Wa ma ʼasʼalukum ɛalayhi min ʼajrin ʼin ʼajri ʼilla ɛala rabbi al-ɛalamin.
26,110,Fattaqu Allaha wa ʼaṭiɛun.
26,111,Qalu ʼanuʼminu laka wa attabaɛaka al-ʼarḏalun.
26,112,Qala wa ma ɛilmi bima kanu yaɛmalun.
26,113,ʼin ḥisabuhum ʼilla ɛala rabbi law tacɛurun.
26,114,Wa ma ʼana biṭaridi al-muʼminin.
26,115,ʼin ʼana ʼilla naḏirun mubinun.
26,116,Qalu laʼin lam tantahi ya nuḥu latakunanna mina al-marjumin.
26,117,Qala rabbi ʼinna qawmi kaḏḏabun.
26,118,Faftaḥ bayni wa baynahum fatḥan wa najjini wa man maɛi mina al-muʼminin.
26,119,Faʼanjaynahu wa man maɛahu fi al-fulki al-macḥun.
26,120,Ṯumma ʼaɣraqna baɛdu al-baqin.
26,121,ʼinna fi ḏalika laʼayatan wa ma kana ʼakṯaruhum muʼminin.
26,122,Wa ʼinna rabbaka lahuwa al-ɛazizu ar-raḥim.
26,123,Kaḏḏabat ɛadun al-mursalin.
26,124,ʼiḏ qala lahum ʼaxuhum hudun ʼala tattaqun.
26,125,ʼinni lakum rasulun ʼaminun.
26,126,Fattaqu Allaha wa ʼaṭiɛun.
26,127,Wa ma ʼasʼalukum ɛalayhi min ʼajrin ʼin ʼajri ʼilla ɛala rabbi al-ɛalamin.
26,128,ʼatabnuna bikulli riɛin ʼayatan taɛbaṯun.
26,129,Wa tattaxiḏuna maṣaniɛa laɛallakum taxludun.
26,130,Wa ʼiḏa baṭactum baṭactum jabbarin.
26,131,Fattaqu Allaha wa ʼaṭiɛun.
26,132,Wa attaqu al-laḏi ʼamaddakum bima taɛlamun.
26,133,ʼamaddakum biʼanɛamin wa banin.
26,134,Wa jannatin wa ɛuyunin.
26,135,ʼinni ʼaxafu ɛalaykum ɛaḏaba yawmin ɛaḏ̣imin.
26,136,Qalu sawaʼun ɛalayna ʼawaɛaḏ̣ta ʼam lam takun mina al-waɛiḏ̣in.
26,137,ʼin haḏa ʼilla xuluqu al-ʼawwalin.
26,138,Wa ma naḥnu bimuɛaḏḏabin.
26,139,Fakaḏḏabuhu faʼahlaknahum ʼinna fi ḏalika laʼayatan wa ma kana ʼakṯaruhum muʼminin.
26,140,Wa ʼinna rabbaka lahuwa al-ɛazizu ar-raḥim.
26,141,Kaḏḏabat ṯamudu al-mursalin.
26,142,ʼiḏ qala lahum ʼaxuhum ṣaliḥun ʼala tattaqun.
26,143,ʼinni lakum rasulun ʼaminun.
26,144,Fattaqu Allaha wa ʼaṭiɛun.
26,145,Wa ma ʼasʼalukum ɛalayhi min ʼajrin ʼin ʼajriya ʼilla ɛala rabbi al-ɛalamin.
26,146,ʼatutrakuna fi ma hahuna ʼaminin.
26,147,Fi jannatin wa ɛuyunin.
26,148,Wa zuruɛin wa naxlin ṭalɛuha haḍimun.
26,149,Wa tanḥituna mina al-jibali buyutan farihin.
26,150,Fattaqu Allaha wa ʼaṭiɛun.
26,151,Wa la tuṭiɛu ʼamra al-musrifin.
26,152,Al-laḏina yufsiduna fi al-ʼarḍi wa la yuṣliḥun.
26,153,Qalu ʼinnama ʼanta mina al-musaḥḥarin.
26,154,Ma ʼanta ʼilla bacarun miṯluna faʼti biʼayatin ʼin kunta mina aṣ-ṣadiqin.
26,155,Qala haḏihi naqatun laha cirbun wa lakum cirbu yawmin maɛlumin.
26,156,Wa la tamassuha bisuʼin fayaʼxuḏakum ɛaḏabu yawmin ɛaḏ̣imin.
26,157,Faɛaqaruha faʼaṣbaḥu nadimin.
26,158,Faʼaxaḏahum al-ɛaḏabu ʼinna fi ḏalika laʼayatan wa ma kana ʼakṯaruhum muʼminin.
26,159,Wa ʼinna rabbaka lahuwa al-ɛazizu ar-raḥim.
26,160,Kaḏḏabat qawmu luṭin al-mursalin.
26,161,ʼiḏ qala lahum ʼaxuhum luṭun ʼala tattaqun.
26,162,ʼinni lakum rasulun ʼaminun.
26,163,Fattaqu Allaha wa ʼaṭiɛun.
26,164,Wa ma ʼasʼalukum ɛalayhi min ʼajrin ʼin ʼajriya ʼilla ɛala rabbi al-ɛalamin.
26,165,ʼataʼtuna aḏ-ḏukrana mina al-ɛalamin.
26,166,Wa taḏaruna ma xalaqa lakum rabbukum min ʼazwajikum bal ʼantum qawmun ɛadun.
26,167,Qalu laʼin lam tantahi ya luṭu latakunanna mina al-muxrajin.
26,168,Qala ʼinni liɛamalikum mina al-qalin.
26,169,Rabbi najjini wa ʼahli mimma yaɛmalun.
26,170,Fanajjaynahu wa ʼahlahu ʼajmaɛin.
26,171,ʼilla ɛajuzan fi al-ɣabirin.
26,172,Ṯumma dammarna al-ʼaxarin.
26,173,Wa ʼamṭarna ɛalayhim maṭaran fasaʼa maṭaru al-munḏarin.
26,174,ʼinna fi ḏalika laʼayatan wa ma kana ʼakṯaruhum muʼminin.
26,175,Wa ʼinna rabbaka lahuwa al-ɛazizu ar-raḥim.
26,176,Kaḏḏaba ʼaṣḥabu al-ʼaykati al-mursalin.
26,177,ʼiḏ qala lahum cuɛaybun ʼala tattaqun.
26,178,ʼinni lakum rasulun ʼaminun.
26,179,Fattaqu Allaha wa ʼaṭiɛun.
26,180,Wa ma ʼasʼalukum ɛalayhi min ʼajrin ʼin ʼajriya ʼilla ɛala rabbi al-ɛalamin.
26,181,ʼawfu al-kayla wa la takunu mina al-muxsirin.
26,182,Wa zinu bil-qisṭasi al-mustaqim.
26,183,Wa la tabxasu an-nasa ʼacyaʼahum wa la taɛṯaw fi al-ʼarḍi mufsidin.
26,184,Wa attaqu al-laḏi xalaqakum wa al-jibillata al-ʼawwalin.
26,185,Qalu ʼinnama ʼanta mina al-musaḥḥarin.
26,186,Wa ma ʼanta ʼilla bacarun miṯluna wa ʼin naḏ̣unnuka lamina al-kaḏibin.
26,187,Faʼasqiṭ ɛalayna kisafan mina as-samaʼi ʼin kunta mina aṣ-ṣadiqin.
26,188,Qala rabbi ʼaɛlamu bima taɛmalun.
26,189,Fakaḏḏabuhu faʼaxaḏahum ɛaḏabu yawmi aḏ̣-ḏ̣ullati ʼinnahu kana ɛaḏaba yawmin ɛaḏ̣imin.
26,190,ʼinna fi ḏalika laʼayatan wa ma kana ʼakṯaruhum muʼminin.
26,191,Wa ʼinna rabbaka lahuwa al-ɛazizu ar-raḥim.
26,192,Wa ʼinnahu latanzilu rabbi al-ɛalamin.
26,193,Nazala bihi ar-ruḥu al-ʼamin.
26,194,Ɛala qalbika litakuna mina al-munḏirin.
26,195,Bilisanin ɛarabiyin mubinin.
26,196,Wa ʼinnahu lafi zuburi al-ʼawwalin.
26,197,ʼawalam yakun lahum ʼayatan ʼan yaɛlamahu ɛulamaʼu bani ʼisraʼil.
26,198,Wa law nazzalnahu ɛala baɛḍi al-ʼaɛjamin.
26,199,Faqaraʼahu ɛalayhim ma kanu bihi muʼminin.
26,200,Kaḏalika salaknahu fi qulubi al-mujrimin.
26,201,La yuʼminuna bihi ḥatta yaraw al-ɛaḏaba al-ʼalim.
26,202,Fayaʼtiyahum baɣtatan wa hum la yacɛurun.
26,203,Fayaqulu hal naḥnu munḏ̣arun.
26,204,ʼafabiɛaḏabina yastaɛjilun.
26,205,ʼafaraʼayta ʼin mattaɛnahum sinin.
26,206,Ṯumma jaʼahum ma kanu yuɛadun.
26,207,Ma ʼaɣna ɛanhum ma kanu yumattaɛun.
26,208,Wa ma ʼahlakna min qaryatin ʼilla laha munḏirun.
26,209,Ḏikra wa ma kunna ḏ̣alimin.
26,210,Wa ma tanazzalat bihi ac-cayaṭin.
26,211,Wa ma yanbaɣi lahum wa ma yastaṭiɛun.
26,212,ʼinnahum ɛan as-samɛi lamaɛzulun.
26,213,Fala tadɛu maɛa Allahi ʼilahan ʼaxara fatakuna mina al-muɛaḏḏabin.
26,214,Wa ʼanḏir ɛacirataka al-ʼaqrabin.
26,215,Wa axfiḍ janaḥaka liman attabaɛaka mina al-muʼminin.
26,216,Faʼin ɛaṣawka faqul ʼinni bariʼun mimma taɛmalun.
26,217,Wa tawakkal ɛala al-ɛazizi ar-raḥim.
26,218,Al-laḏi yaraka ḥina taqum.
26,219,Wa taqallubaka fi as-sajidin.
26,220,ʼinnahu huwa as-samiɛu al-ɛalim.
26,221,Hal ʼunabbiʼukum ɛala man tanazzalu ac-cayaṭin.
26,222,Tanazzalu ɛala kulli ʼaffakin ʼaṯimin.
26,223,Yulquna as-samɛa wa ʼakṯaruhum kaḏibun.
26,224,Wa ac-cuɛaraʼu yattabiɛuhum al-ɣawun.
26,225,ʼalam tara ʼannahum fi kulli wadin yahimun.
26,226,Wa ʼannahum yaquluna ma la yafɛalun.
26,227,ʼilla al-laḏina ʼamanu wa ɛamilu aṣ-ṣaliḥati wa ḏakaru Allaha kaṯiran wa antaṣaru min baɛdi ma ḏ̣ulimu wa sayaɛlamu al-laḏina ḏ̣alamu ʼayya munqalabin yanqalibun.
27,1,Ṭa-sin tilka ʼayatu al-qurʼani wa kitabin mubinin.mpʼ>(an-naml: .
27,2,Hudan wa bucra lilmuʼminina.mpʼ>(an-naml: .
27,3,Al-laḏina yuqimuna aṣ-ṣalata wa yuʼtuna az-zakata wa hum bil-ʼaxirati hum yuqinuna.mpʼ>(an-naml: .
27,4,ʼinna al-laḏina la yuʼminuna bil-ʼaxirati zayyanna lahum ʼaɛmalahum fahum yaɛmahuna.mpʼ>(an-naml: .
27,5,ʼulaʼika al-laḏina lahum suʼ al-ɛaḏabi wa hum fi al-ʼaxirati humu al-ʼaxsaruna.mpʼ>(an-naml: .
27,6,Wa ʼinnaka latulaqqa al-qurʼana min ladun ḥakimin ɛalimin.mpʼ>(an-naml: .
27,7,ʼiḏ qala musa liʼhlihi ʼinni ʼanastu naran saʼatikum minha bixabarin ʼaw ʼatikum bicihabin qabasin laɛallakum taṣṭaluna.mpʼ>(an-naml: .
27,8,Falamma jaʼaha nudiya ʼan burika man fi an-nari wa man ḥawlaha wa subḥana Allahi rabbi al-ɛalamina.mpʼ>(an-naml: .
27,9,Ya musa ʼinnahu ʼana Allahu al-ɛazizu al-ḥakimu.mpʼ>(an-naml: .
27,10,Wa ʼalqi ɛaṣaka falamma raʼaha tahtazzu kaʼannaha jannun walla mudbiran wa lam yuɛaqqib ya musa la taxaf ʼinni la yaxafu ladayya al-mursaluna.mpʼ>(an-naml: .
27,11,ʼilla man ḏ̣alama ṯumma baddala ḥusnan baɛda suʼin faʼinni ɣafurun raḥimun.mpʼ>(an-naml: .
27,12,Wa ʼadxil yadaka fi jaybika taxruj bayḍaʼa min ɣayri suʼin fi tisɛi ʼayatin ʼila firɛawna wa qawmihi ʼinnahum kanu qawman fasiqina.mpʼ>(an-naml: .
27,13,Falamma jaʼat/hum ʼayatuna mubṣiratan qalu haḏa siḥrun mubinun.mpʼ>(an-naml: .
27,14,Wa jaḥadu biha wa astayqanat/ha ʼanfusuhum ḏ̣ulman wa ɛuluwan fanḏ̣ur kayfa kana ɛaqibatu al-mufsidina.mpʼ>(an-naml: .
27,15,Wa laqad ʼatayna dawuda wa sulaymana ɛilman wa qala al-ḥamdu Lillahi al-laḏi faḍḍalana ɛala kaṯirin min ɛibadihi al-muʼminina.mpʼ>(an-naml: .
27,16,Wa wariṯa sulaymanu dawuda wa qala ya ʼayyuha an-nasu ɛullimna manṭiqa aṭ-ṭayri wa ʼutina min kulli cayʼin ʼinna haḏa lahuwa al-faḍlu al-mubinu.mpʼ>(an-naml: .
27,17,Wa ḥucira lisulaymana junuduhu mina al-jinni wa al-ʼinsi wa aṭ-ṭayri fahum yuzaɛuna.mpʼ>(an-naml: .
27,18,Ḥatta ʼiḏa ʼataw ɛala wadi an-namli qalat namlatun ya ʼayyuha an-namlu adxulu masakinakum la yaḥṭimannakum sulaymanu wa junuduhu wa hum la yacɛuruna.mpʼ>(an-naml: .
27,19,Fatabassama ḍaḥikan min qawliha wa qala rabbi ʼawziɛni ʼan ʼackura niɛmataka allati ʼanɛamta ɛalayya wa ɛala wa a-dayya wa ʼan ʼaɛmala ṣaliḥan tarḍahu wa ʼadxilni biraḥmatika fi ɛibadika aṣ-ṣaliḥina.mpʼ>(an-naml: .
27,20,Wa tafaqqada aṭ-ṭayra faqala ma li la ʼara al-hud/huda ʼam kana mina al-ɣaʼibina.mpʼ>(an-naml: .
27,21,Laʼuɛaḏḏibannahu ɛaḏaban cadidan ʼaw laʼaḏbaḥannahu ʼaw layaʼtiyani bisulṭanin mubinin.mpʼ>(an-naml: .
27,22,Famakaṯa ɣayra baɛidin faqala ʼaḥaṭtu bima lam tuḥiṭ bihi wa jiʼtuka min sabaʼiin binabaʼiin yaqinin.mpʼ>(an-naml: .
27,23,ʼinni wa jadttu amraʼatan tamlikuhum wa ʼutiyat min kulli cayʼin wa laha ɛarcun ɛaḏ̣imun.mpʼ>(an-naml: .
27,24,Wa jadtuha wa qawmaha yasjuduna lilccamsi min duni Allahi wa zayyana lahumu ac-cayṭanu ʼaɛmalahum faṣaddahum ɛan as-sabili fahum la yahtaduna.mpʼ>(an-naml: .
27,25,ʼalla yasjudu Lillahi al-laḏi yuxriju al-xabʼa fi as-samawati wa al-ʼarḍi wa yaɛlamu ma tuxfuna wa ma tuɛlinuna.mpʼ>(an-naml: .
27,26,Allahu la ʼilaha ʼilla huwa rabbu al-ɛarci al-ɛaḏ̣imi.mpʼ>(an-naml: .
27,27,Qala sananḏ̣uru ʼaṣadaqta ʼam kunta mina al-kaḏibina.mpʼ>(an-naml: .
27,28,Aḏ/hab bikitabi haḏa faʼalqihi ʼilayhim ṯumma tawalla ɛanhum fanḏ̣ur maḏa yarjiɛuna.mpʼ>(an-naml: .
27,29,Qalat ya ʼayyuha al-malaʼu ʼinni ʼulqiya ʼilayya kitabun karimun.mpʼ>(an-naml: .
27,30,ʼinnahu min sulaymana wa ʼinnahu bismi Allahi ar-raḥmani ar-raḥimi.mpʼ>(an-naml: .
27,31,ʼalla taɛlu ɛalayya wa ʼtuni muslimina.mpʼ>(an-naml: .
27,32,Qalat ya ʼayyuha al-malaʼu ʼaftuni fi ʼamri ma kuntu qaṭiɛatan ʼamran ḥatta tac/haduni.mpʼ>(an-naml: .
27,33,Qalu naḥnu ʼulu quwatin wa ʼulu baʼsin cadidin wa al-ʼamru ʼilayki fanḏ̣uri maḏa taʼmurina.mpʼ>(an-naml: .
27,34,Qalat ʼinna al-muluka ʼiḏa daxalu qaryatan ʼafsaduha wa jaɛalu ʼaɛizzata ʼahliha ʼaḏillatan wa kaḏalika yafɛaluna.mpʼ>(an-naml: .
27,35,Wa ʼinni mursilatun ʼilayhim bihadiyatin fanaḏ̣iratun bima yarjiɛu al-mursaluna.mpʼ>(an-naml: .
27,36,Falamma jaʼa sulaymana qala ʼatumiddunani bimalin fama ʼataniya Allahu xayrun mimma ʼatakum bal ʼantum bihadiyatikum tafraḥuna.mpʼ>(an-naml: .
27,37,Arjiɛ ʼilayhim falanaʼtiyannahum bijunudin la qibala lahum biha wa lanuxrijannahum minha ʼaḏillatan wa hum ṣaɣiruna.mpʼ>(an-naml: .
27,38,Qala ya ʼayyuha al-malaʼu ʼayyukum yaʼtini biɛarciha qabla ʼan yaʼtuni muslimina.mpʼ>(an-naml: .
27,39,Qala ɛifrytun mina al-jinni ʼana ʼatika bihi qabla ʼan taquma min maqamika wa ʼinni ɛalayhi laqawiyun ʼaminun.mpʼ>(an-naml: .
27,40,Qala al-laḏi ɛindahu ɛilmun mina al-kitabi ʼana ʼatika bihi qabla ʼan yartadda ʼilayka ṭarfuka falamma raʼahu mustaqirran ɛindahu qala haḏa min faḍli rabbi liyabluwani ʼaʼackuru ʼam ʼakfuru wa man cakara faʼinnama yackuru linafsihi wa man kafara faʼinna rabbi ɣaniyun karimun.mpʼ>(an-naml: .
27,41,Qala nakkiru laha ɛarcaha nanḏ̣ur ʼatahtadi ʼam takunu mina al-laḏina la yahtaduna.mpʼ>(an-naml: .
27,42,Falamma jaʼat qila ʼahakaḏa ɛarcuki qalat kaʼannahu huwa wa ʼutina al-ɛilma min qabliha wa kunna muslimina.mpʼ>(an-naml: .
27,43,Wa ṣaddaha ma kanat taɛbudu min duni Allahi ʼinnaha kanat min qawmin kafirina.mpʼ>(an-naml: .
27,44,Qila laha adxuli aṣ-ṣarḥa falamma raʼat/hu ḥasibat/hu lujjatan wa kacafat ɛan saqayha qala ʼinnahu ṣarḥun mumarradun min qawarira qalat rabbi ʼinni ḏ̣alamtu nafsi wa ʼaslamtu maɛa sulaymana Lillahi rabbi al-ɛalamina.mpʼ>(an-naml: .
27,45,Wa laqad ʼarsalna ʼila ṯamuda ʼaxahum ṣaliḥan ʼan aɛbudu Allaha faʼiḏa hum fariqani yaxtaṣimuna.mpʼ>(an-naml: .
27,46,Qala ya qawmi lima tastaɛjiluna bis-sayyiʼati qabla al-ḥasanati lawla tastaɣfiruna Allaha laɛallakum turḥamuna.mpʼ>(an-naml: .
27,47,Qalu aṭṭayyarna bika wa biman maɛaka qala ṭaʼirukum ɛinda Allahi bal ʼantum qawmun tuftanuna.mpʼ>(an-naml: .
27,48,Wa kana fi al-madinati tisɛatu rahṭin yufsiduna fi al-ʼarḍi wa la yuṣliḥuna.mpʼ>(an-naml: .
27,49,Qalu taqasamu Billahi lanubayyitannahu wa ʼahlahu ṯumma lanaqulanna liwaliyihi ma cahidna mahlika ʼahlihi wa ʼinna laṣadiquna.mpʼ>(an-naml: .
27,50,Wa makaru makran wa makarna makran wa hum la yacɛuruna.mpʼ>(an-naml: .
27,51,Fanḏ̣ur kayfa kana ɛaqibatu makrihim ʼanna dammarnahum wa qawmahum ʼajmaɛina.mpʼ>(an-naml: .
27,52,Fatilka buyutuhum xawiyatan bima ḏ̣alamu ʼinna fi ḏalika laʼayatan liqawmin yaɛlamuna.mpʼ>(an-naml: .
27,53,Wa ʼanjayna al-laḏina ʼamanu wa kanu yattaquna.mpʼ>(an-naml: .
27,54,Wa luṭan ʼiḏ qala liqawmihi ʼataʼtuna al-faḥicata wa ʼantum tubṣiruna.mpʼ>(an-naml: .
27,55,ʼaʼinnakum lataʼtuna ar-rijala cahwatan min duni an-nisaʼ bal ʼantum qawmun tajhaluna.mpʼ>(an-naml: .
27,56,Fama kana jawaba qawmihi ʼilla ʼan qalu ʼaxriju ʼala luṭin min qaryatikum ʼinnahum ʼunasun yataṭahharuna.mpʼ>(an-naml: .
27,57,Faʼanjaynahu wa ʼahlahu ʼilla amraʼatahu qaddarnaha mina al-ɣabirina.mpʼ>(an-naml: .
27,58,Wa ʼamṭarna ɛalayhim maṭaran fasaʼa maṭaru al-munḏarina.mpʼ>(an-naml: .
27,59,Qul al-ḥamdu Lillahi wa salamun ɛala ɛibadihi al-laḏina aṣṭafa ʼalllahu xayrun ʼamma yucrikuna.mpʼ>(an-naml: .
27,60,ʼamman xalaqa as-samawati wa al-ʼarḍa wa ʼanzala lakum mina as-samaʼi maʼan faʼanbatna bihi ḥadaʼiqa ḏata bahjatin ma kana lakum ʼan tunbitu cajaraha ʼaʼilahun maɛa Allahi bal hum qawmun yaɛdiluna.mpʼ>(an-naml: .
27,61,ʼamman jaɛala al-ʼarḍa qararan wa jaɛala xilalaha ʼanharan wa jaɛala laha rawasiya wa jaɛala bayna al-baḥrayni ḥajizan ʼaʼilahun maɛa Allahi bal ʼakṯaruhum la yaɛlamuna.mpʼ>(an-naml: .
27,62,ʼamman yujibu al-muḍṭarra ʼiḏa daɛahu wa yakcifu as-suʼa wa yajɛalukum xulafaʼa al-ʼarḍi ʼaʼilahun maɛa Allahi qalilan ma taḏakkaruna.mpʼ>(an-naml: .
27,63,ʼamman yahdikum fi ḏ̣ulumati al-barri wa al-baḥri wa man yursilu ar-riyaḥa bucran bayna yaday raḥmatihi ʼaʼilahun maɛa Allahi taɛala Allahu ɛamma yucrikuna.mpʼ>(an-naml: .
27,64,ʼamman yabdaʼu al-xalqa ṯumma yuɛiduhu wa man yarzuqukum mina as-samaʼi wa al-ʼarḍi ʼaʼilahun maɛa Allahi qul hatu burhanakum ʼin kuntum ṣadiqina.mpʼ>(an-naml: .
27,65,Qul la yaɛlamu man fi as-samawati wa al-ʼarḍi al-ɣayba ʼilla Allahu wa ma yacɛuruna ʼayyana yubɛaṯuna.mpʼ>(an-naml: .
27,66,Bal addaraka ɛilmuhum fi al-ʼaxirati bal hum fi cakkin minha bal hum minha ɛamuna.mpʼ>(an-naml: .
27,67,Wa qala al-laḏina kafaru ʼaʼiḏa kunna turaban wa ʼabaʼuuna ʼaʼinna lamuxrajun.
27,68,Laqad wuɛidna haḏa naḥnu wa ʼabaʼuuna min qablu ʼin haḏa ʼilla ʼasaṭiru al-ʼawwalin.
27,69,Qul siru fi al-ʼarḍi fanḏ̣uru kayfa kana ɛaqibatu al-mujrimin.
27,70,Wa la taḥzan ɛalayhim wa la takun fi ḍayqin mimma yamkurun.
27,71,Wa yaquluna mata haḏa al-waɛdu ʼin kuntum ṣadiqin.
27,72,Qul ɛasa ʼan yakuna radifa lakum baɛḍu al-laḏi tastaɛjilun.
27,73,Wa ʼinna rabbaka laḏu faḍlin ɛala an-nasi wa lakinna ʼakṯarahum la yackurun.
27,74,Wa ʼinna rabbaka layaɛlamu ma tukinnu ṣuduruhum wa ma yuɛlinun.
27,75,Wa ma min ɣaʼibatin fi as-samaʼi wa al-ʼarḍi ʼilla fi kitabin mubinin.
27,76,ʼinna haḏa al-qurʼana yaquṣṣu ɛala bani ʼisraʼila ʼakṯara al-laḏi hum fihi yaxtalifun.
27,77,Wa ʼinnahu lahudan wa raḥmatun lilmuʼminin.
27,78,ʼinna rabbaka yaqḍi baynahum biḥukmihi wa huwa al-ɛazizu al-ɛalim.
27,79,Fatawakkal ɛala Allahi ʼinnaka ɛala al-ḥaqqi al-mubin.
27,80,ʼinnaka la tusmiɛu al-mawta wa la tusmiɛu aṣ-ṣumma ad-duɛaʼa ʼiḏa wa llaw mudbirin.
27,81,Wa ma ʼanta bihadi al-ɛumyi ɛan ḍalalatihim ʼin tusmiɛu ʼilla man yuʼminu biʼayatina fahum muslimun.
27,82,Wa ʼiḏa waqaɛa al-qawlu ɛalayhim ʼaxrajna lahum dabbatan mina al-ʼarḍi tukallimuhum ʼanna an-nasa kanu biʼayatina la yuqinun.
27,83,Wa yawma naḥcuru min kulli ʼummatin fawjan mimman yukaḏḏibu biʼayatina fahum yuzaɛun.
27,84,Ḥatta ʼiḏa jaʼu qala ʼakaḏḏabtum biʼayati wa lam tuḥiṭu biha ɛilman ʼammaḏa kuntum taɛmalun.
27,85,Wa waqaɛa al-qawlu ɛalayhim bima ḏ̣alamu fahum la yanṭiqun.
27,86,ʼalam yaraw ʼanna jaɛalna al-layla liyaskunu fihi wa an-nahara mubṣiran ʼinna fi ḏalika lʼayatin liqawmin yuʼminun.
27,87,Wa yawma yunfaxu fi aṣ-ṣuri fafaziɛa man fi as-samawati wa man fi al-ʼarḍi ʼilla man caʼa Allahu wa kullun ʼatawhu daxirin.
27,88,Wa tara al-jibala taḥsabuha jamidatan wa hiya tamurru marra as-saḥabi ṣunɛa Allahi al-laḏi ʼatqana kulla cayʼin ʼinnahu xabirun bima tafɛalun.
27,89,Man jaʼa bil-ḥasanati falahu xayrun minha wa hum min fazaɛin yawmaʼiḏin ʼaminun.
27,90,Wa man jaʼa bis-sayyiʼati fakubbat wujuhuhum fi an-nari hal tujzawna ʼilla ma kuntum taɛmalun.
27,91,ʼinnama ʼumirtu ʼan ʼaɛbuda rabba haḏihi al-baldati al-laḏi ḥarramaha wa lahu kullu cayʼin wa ʼumirtu ʼan ʼakuna mina al-muslimin.
27,92,Wa ʼan ʼatluwa al-qurʼana famani ahtada faʼinnama yahtadi linafsihi wa man ḍalla faqul ʼinnama ʼana mina al-munḏirin.
27,93,Wa qul al-ḥamdu Lillahi sayurikum ʼayatihi fataɛrifunaha wa ma rabbuka biɣafilin ɛamma taɛmalun.
28,1,Ṭa-sin-mim.
28,2,Tilka ʼayatu al-kitabi al-mubin.
28,3,Natlu ɛalayka min nabaʼi musa wa firɛawna bil-ḥaqqi liqawmin yuʼminun.
28,4,ʼinna firɛawna ɛala fi al-ʼarḍi wa jaɛala ʼahlaha ciyaɛan yastaḍɛifu ṭaʼifatan minhum yuḏabbiḥu ʼabnaʼahum wa yastaḥyi nisaʼahum ʼinnahu kana mina al-mufsidin.
28,5,Wa nuridu ʼan namunna ɛala al-laḏina astuḍɛifu fi al-ʼarḍi wa najɛalahum ʼaʼimmatan wa najɛalahumu al-wariṯin.
28,6,Wa numakkina lahum fi al-ʼarḍi wa nuriya firɛawna wa hamana wa junudahuma minhum ma kanu yaḥḏarun.
28,7,Wa ʼawḥayna ʼila ʼummi musa ʼan ʼarḍiɛihi faʼiḏa xifti ɛalayhi faʼalqihi fi al-yammi wa la taxafi wa la taḥzani ʼinna radduhu ʼilayki wa jaɛiluhu mina al-mursalin.
28,8,Faltaqaṭahu ʼalu firɛawna liyakuna lahum ɛaduwan wa ḥazanan ʼinna firɛawna wa hamana wa junudahuma kanu xaṭiʼin.
28,9,Wa qalat amraʼatu firɛawna qurratu ɛaynin li wa laka la taqtuluhu ɛasa ʼan yanfaɛana ʼaw nattaxiḏahu waladan wa hum la yacɛurun.
28,10,Wa ʼaṣbaḥa fuʼadu ʼummi musa fariɣan ʼin kadat latubdi bihi lawla ʼan rabaṭna ɛala qalbiha litakuna mina al-muʼminin.
28,11,Wa qalat liʼxtihi quṣṣihi fabaṣurat bihi ɛan junubin wa hum la yacɛurun.
28,12,Wa ḥarramna ɛalayhi al-maraḍiɛa min qablu faqalat hal ʼadullukum ɛala ʼahli baytin yakfulunahu lakum wa hum lahu naṣiḥun.
